OPPORTUNITY NUMBER,,,pos_tuple,pos,token_str,term_str,term_id
72067423RFA00004,0,2,"('this', 'DT')",DT,this,this,1336
72067423RFA00004,0,3,"('is', 'VBZ')",VBZ,is,is,766
72067423RFA00004,0,4,"('to', 'TO')",TO,to,to,1348
72067423RFA00004,0,5,"('support', 'VB')",VB,support,support,1288
72067423RFA00004,0,6,"('long', 'RB')",RB,long,long,837
72067423RFA00004,0,7,"(',', ',')",",",",",,0
72067423RFA00004,0,8,"('healthy', 'JJ')",JJ,healthy,healthy,635
72067423RFA00004,0,9,"('lives', 'NNS')",NNS,lives,lives,828
72067423RFA00004,0,10,"('for', 'IN')",IN,for,for,556
72067423RFA00004,0,11,"('the', 'DT')",DT,the,the,1324
72067423RFA00004,0,12,"('population', 'NN')",NN,population,population,1033
72067423RFA00004,0,13,"('of', 'IN')",IN,of,of,944
72067423RFA00004,0,14,"('the', 'DT')",DT,the,the,1324
72067423RFA00004,0,15,"('Limpopo', 'NNP')",NNP,Limpopo,limpopo,820
72067423RFA00004,0,16,"('Province', 'NNP')",NNP,Province,province,1088
72067423RFA00004,0,17,"('by', 'IN')",IN,by,by,194
72067423RFA00004,0,18,"('achieving', 'VBG')",VBG,achieving,achieving,52
72067423RFA00004,0,19,"('and', 'CC')",CC,and,and,112
72067423RFA00004,0,20,"('sustaining', 'VBG')",VBG,sustaining,sustaining,1301
72067423RFA00004,0,21,"('HIV', 'NNP')",NNP,HIV,hiv,650
72067423RFA00004,0,22,"('epidemic', 'JJ')",JJ,epidemic,epidemic,479
72067423RFA00004,0,23,"('control', 'NN')",NN,control,control,303
72067423RFA00004,0,24,"('.', '.')",.,.,,0
72067423RFA00004,1,0,"('This', 'DT')",DT,This,this,1336
72067423RFA00004,1,1,"('will', 'MD')",MD,will,will,1462
72067423RFA00004,1,2,"('partner', 'NN')",NN,partner,partner,987
72067423RFA00004,1,3,"('with', 'IN')",IN,with,with,1464
72067423RFA00004,1,4,"('the', 'DT')",DT,the,the,1324
72067423RFA00004,1,5,"('Limpopo', 'NNP')",NNP,Limpopo,limpopo,820
72067423RFA00004,1,6,"('DoH', 'NNP')",NNP,DoH,doh,410
72067423RFA00004,1,7,"('and', 'CC')",CC,and,and,112
72067423RFA00004,1,8,"('targeted', 'VBN')",VBN,targeted,targeted,1310
72067423RFA00004,1,9,"('districts', 'NNS')",NNS,districts,districts,403
72067423RFA00004,1,10,"('to', 'TO')",TO,to,to,1348
72067423RFA00004,1,11,"('support', 'VB')",VB,support,support,1288
72067423RFA00004,1,12,"('the', 'DT')",DT,the,the,1324
72067423RFA00004,1,13,"('successful', 'JJ')",JJ,successful,successful,1283
72067423RFA00004,1,14,"('execution', 'NN')",NN,execution,execution,506
72067423RFA00004,1,15,"('of', 'IN')",IN,of,of,944
72067423RFA00004,1,16,"('the', 'DT')",DT,the,the,1324
72067423RFA00004,1,17,"('Limpopo', 'NNP')",NNP,Limpopo,limpopo,820
72067423RFA00004,1,18,"('Province', 'NNP')",NNP,Province,province,1088
72067423RFA00004,1,19,"('Annual', 'NNP')",NNP,Annual,annual,116
72067423RFA00004,1,20,"('Performance', 'NNP')",NNP,Performance,performance,1002
72067423RFA00004,1,21,"('Plan', 'NNP')",NNP,Plan,plan,1015
72067423RFA00004,1,22,"('2021/22', 'CD')",CD,2021/22,202122,13
72067423RFA00004,1,23,"('and', 'CC')",CC,and,and,112
72067423RFA00004,1,24,"('future', 'JJ')",JJ,future,future,584
72067423RFA00004,1,25,"('provincial', 'JJ')",JJ,provincial,provincial,1089
72067423RFA00004,1,26,"('health', 'NN')",NN,health,health,633
72067423RFA00004,1,27,"('strategies.17', 'VBD')",VBD,strategies.17,strategies17,1259
72067423RFA00004,1,28,"('The', 'DT')",DT,The,the,1324
72067423RFA00004,1,29,"('Limpopo', 'NNP')",NNP,Limpopo,limpopo,820
72067423RFA00004,1,30,"('DoH', 'NNP')",NNP,DoH,doh,410
72067423RFA00004,1,31,"('actively', 'RB')",RB,actively,actively,60
72067423RFA00004,1,32,"('encourages', 'VBZ')",VBZ,encourages,encourages,456
72067423RFA00004,1,33,"('the', 'DT')",DT,the,the,1324
72067423RFA00004,1,34,"('direct', 'JJ')",JJ,direct,direct,391
72067423RFA00004,1,35,"('engagement', 'NN')",NN,engagement,engagement,463
72067423RFA00004,1,36,"('of', 'IN')",IN,of,of,944
72067423RFA00004,1,37,"('traditional', 'JJ')",JJ,traditional,traditional,1359
72067423RFA00004,1,38,"('health', 'NN')",NN,health,health,633
72067423RFA00004,1,39,"('practitioners', 'NNS')",NNS,practitioners,practitioners,1043
72067423RFA00004,1,40,"(',', ',')",",",",",,0
72067423RFA00004,1,41,"('ward-based', 'JJ')",JJ,ward-based,wardbased,1439
72067423RFA00004,1,42,"('outreach', 'NN')",NN,outreach,outreach,969
72067423RFA00004,1,43,"('teams', 'NNS')",NNS,teams,teams,1315
72067423RFA00004,1,44,"('and', 'CC')",CC,and,and,112
72067423RFA00004,1,45,"('private', 'JJ')",JJ,private,private,1065
72067423RFA00004,1,46,"('sector', 'NN')",NN,sector,sector,1191
72067423RFA00004,1,47,"('organizations', 'NNS')",NNS,organizations,organizations,961
72067423RFA00004,1,48,"('in', 'IN')",IN,in,in,691
72067423RFA00004,1,49,"('their', 'PRP$')",PRP$,their,their,1325
72067423RFA00004,1,50,"('response', 'NN')",NN,response,response,1151
72067423RFA00004,1,51,"('to', 'TO')",TO,to,to,1348
72067423RFA00004,1,52,"('improving', 'VBG')",VBG,improving,improving,690
72067423RFA00004,1,53,"('equitable', 'JJ')",JJ,equitable,equitable,483
72067423RFA00004,1,54,"('access', 'NN')",NN,access,access,42
72067423RFA00004,1,55,"('to', 'TO')",TO,to,to,1348
72067423RFA00004,1,56,"('HIV/TB', 'NNP')",NNP,HIV/TB,hivtb,651
72067423RFA00004,1,57,"('services', 'NNS')",NNS,services,services,1205
72067423RFA00004,1,58,"('.', '.')",.,.,,0
72067423RFA00004,2,0,"('Investing', 'VBG')",VBG,Investing,investing,755
72067423RFA00004,2,1,"('in', 'IN')",IN,in,in,691
72067423RFA00004,2,2,"('and', 'CC')",CC,and,and,112
72067423RFA00004,2,3,"('building', 'VBG')",VBG,building,building,186
72067423RFA00004,2,4,"('the', 'DT')",DT,the,the,1324
72067423RFA00004,2,5,"('capacity', 'NN')",NN,capacity,capacity,202
72067423RFA00004,2,6,"('of', 'IN')",IN,of,of,944
72067423RFA00004,2,7,"('South', 'NNP')",NNP,South,south,1237
72067423RFA00004,2,8,"('Africa', 'NNP')",NNP,Africa,africa,83
72067423RFA00004,2,9,"('local', 'JJ')",JJ,local,local,832
72067423RFA00004,2,10,"('organizations', 'NNS')",NNS,organizations,organizations,961
72067423RFA00004,2,11,"('(', '(')",(,(,,0
72067423RFA00004,2,12,"('private', 'JJ')",JJ,private,private,1065
72067423RFA00004,2,13,"('and', 'CC')",CC,and,and,112
72067423RFA00004,2,14,"('non-profit', 'JJ')",JJ,non-profit,nonprofit,929
72067423RFA00004,2,15,"(')', ')')",),),,0
72067423RFA00004,2,16,"('will', 'MD')",MD,will,will,1462
72067423RFA00004,2,17,"('foster', 'VB')",VB,foster,foster,563
72067423RFA00004,2,18,"('locally', 'RB')",RB,locally,locally,833
72067423RFA00004,2,19,"('led', 'VBN')",VBN,led,led,804
72067423RFA00004,2,20,"('and', 'CC')",CC,and,and,112
72067423RFA00004,2,21,"('locally', 'RB')",RB,locally,locally,833
72067423RFA00004,2,22,"('developed', 'VBD')",VBD,developed,developed,381
72067423RFA00004,2,23,"('innovative', 'JJ')",JJ,innovative,innovative,722
72067423RFA00004,2,24,"('es', 'NN')",NN,es,es,486
72067423RFA00004,2,25,"('towards', 'NNS')",NNS,towards,towards,1356
72067423RFA00004,2,26,"('achieving', 'VBG')",VBG,achieving,achieving,52
72067423RFA00004,2,27,"('Limpopo', 'NNP')",NNP,Limpopo,limpopo,820
72067423RFA00004,2,28,"('DoH', 'NNP')",NNP,DoH,doh,410
72067423RFA00004,2,29,"('’', 'NNP')",NNP,’,,0
72067423RFA00004,2,30,"('s', 'VBD')",VBD,s,s,1173
72067423RFA00004,2,31,"('s', 'NN')",NN,s,s,1173
72067423RFA00004,2,32,"('of', 'IN')",IN,of,of,944
72067423RFA00004,2,33,"('building', 'VBG')",VBG,building,building,186
72067423RFA00004,2,34,"('a', 'DT')",DT,a,a,25
72067423RFA00004,2,35,"('stronger', 'JJR')",JJR,stronger,stronger,1267
72067423RFA00004,2,36,"('health', 'NN')",NN,health,health,633
72067423RFA00004,2,37,"('system', 'NN')",NN,system,system,1303
72067423RFA00004,2,38,"(',', ',')",",",",",,0
72067423RFA00004,2,39,"('universal', 'JJ')",JJ,universal,universal,1394
72067423RFA00004,2,40,"('health', 'NN')",NN,health,health,633
72067423RFA00004,2,41,"('coverage', 'NN')",NN,coverage,coverage,325
72067423RFA00004,2,42,"(',', ',')",",",",",,0
72067423RFA00004,2,43,"('improved', 'JJ')",JJ,improved,improved,686
72067423RFA00004,2,44,"('clients', 'NNS')",NNS,clients,clients,235
72067423RFA00004,2,45,"('’', 'JJ')",JJ,’,,0
72067423RFA00004,2,46,"('experience', 'NN')",NN,experience,experience,512
72067423RFA00004,2,47,"('of', 'IN')",IN,of,of,944
72067423RFA00004,2,48,"('care', 'NN')",NN,care,care,205
72067423RFA00004,2,49,"(',', ',')",",",",",,0
72067423RFA00004,2,50,"('and', 'CC')",CC,and,and,112
72067423RFA00004,2,51,"('reduced', 'JJ')",JJ,reduced,reduced,1110
72067423RFA00004,2,52,"('morbidity', 'NN')",NN,morbidity,morbidity,900
72067423RFA00004,2,53,"('and', 'CC')",CC,and,and,112
72067423RFA00004,2,54,"('mortality', 'NN')",NN,mortality,mortality,903
72067423RFA00004,2,55,"('.', '.')",.,.,,0
72067423RFA00003,0,0,"('The', 'DT')",DT,The,the,1324
72067423RFA00003,0,1,"('of', 'IN')",IN,of,of,944
72067423RFA00003,0,2,"('USAID', 'NNP')",NNP,USAID,usaid,1404
72067423RFA00003,0,3,"('’', 'NNP')",NNP,’,,0
72067423RFA00003,0,4,"('s', 'VBD')",VBD,s,s,1173
72067423RFA00003,0,5,"('“', 'NNP')",NNP,“,,0
72067423RFA00003,0,6,"('Achieving', 'NNP')",NNP,Achieving,achieving,52
72067423RFA00003,0,7,"('and', 'CC')",CC,and,and,112
72067423RFA00003,0,8,"('Sustaining', 'NNP')",NNP,Sustaining,sustaining,1301
72067423RFA00003,0,9,"('HIV', 'NNP')",NNP,HIV,hiv,650
72067423RFA00003,0,10,"('Epidemic', 'NNP')",NNP,Epidemic,epidemic,479
72067423RFA00003,0,11,"('Control', 'NNP')",NNP,Control,control,303
72067423RFA00003,0,12,"('in', 'IN')",IN,in,in,691
72067423RFA00003,0,13,"('the', 'DT')",DT,the,the,1324
72067423RFA00003,0,14,"('KwaZulu-Natal', 'JJ')",JJ,KwaZulu-Natal,kwazulunatal,789
72067423RFA00003,0,15,"('Province', 'NNP')",NNP,Province,province,1088
72067423RFA00003,0,16,"('”', 'NNP')",NNP,”,,0
72067423RFA00003,0,17,"('(', '(')",(,(,,0
72067423RFA00003,0,18,"('hereinafter', 'NN')",NN,hereinafter,hereinafter,641
72067423RFA00003,0,19,"('referred', 'VBN')",VBN,referred,referred,1113
72067423RFA00003,0,20,"('to', 'TO')",TO,to,to,1348
72067423RFA00003,0,21,"('as', 'IN')",IN,as,as,138
72067423RFA00003,0,22,"('the', 'DT')",DT,the,the,1324
72067423RFA00003,0,23,"(')', ')')",),),,0
72067423RFA00003,0,24,"('is', 'VBZ')",VBZ,is,is,766
72067423RFA00003,0,25,"('to', 'TO')",TO,to,to,1348
72067423RFA00003,0,26,"('support', 'VB')",VB,support,support,1288
72067423RFA00003,0,27,"('long', 'RB')",RB,long,long,837
72067423RFA00003,0,28,"(',', ',')",",",",",,0
72067423RFA00003,0,29,"('healthy', 'JJ')",JJ,healthy,healthy,635
72067423RFA00003,0,30,"('lives', 'NNS')",NNS,lives,lives,828
72067423RFA00003,0,31,"('for', 'IN')",IN,for,for,556
72067423RFA00003,0,32,"('the', 'DT')",DT,the,the,1324
72067423RFA00003,0,33,"('population', 'NN')",NN,population,population,1033
72067423RFA00003,0,34,"('of', 'IN')",IN,of,of,944
72067423RFA00003,0,35,"('KwaZulu-Natal', 'NNP')",NNP,KwaZulu-Natal,kwazulunatal,789
72067423RFA00003,0,36,"('Province', 'NNP')",NNP,Province,province,1088
72067423RFA00003,0,37,"('by', 'IN')",IN,by,by,194
72067423RFA00003,0,38,"('achieving', 'VBG')",VBG,achieving,achieving,52
72067423RFA00003,0,39,"('and', 'CC')",CC,and,and,112
72067423RFA00003,0,40,"('sustaining', 'VBG')",VBG,sustaining,sustaining,1301
72067423RFA00003,0,41,"('HIV/TB', 'NNP')",NNP,HIV/TB,hivtb,651
72067423RFA00003,0,42,"('epidemic', 'JJ')",JJ,epidemic,epidemic,479
72067423RFA00003,0,43,"('control', 'NN')",NN,control,control,303
72067423RFA00003,0,44,"('.', '.')",.,.,,0
72067423RFA00003,1,0,"('USAID', 'NN')",NN,USAID,usaid,1404
72067423RFA00003,1,1,"('aims', 'NNS')",NNS,aims,aims,95
72067423RFA00003,1,2,"('to', 'TO')",TO,to,to,1348
72067423RFA00003,1,3,"('reach', 'VB')",VB,reach,reach,1098
72067423RFA00003,1,4,"('this', 'DT')",DT,this,this,1336
72067423RFA00003,1,5,"('by', 'IN')",IN,by,by,194
72067423RFA00003,1,6,"('achieving', 'VBG')",VBG,achieving,achieving,52
72067423RFA00003,1,7,"('the', 'DT')",DT,the,the,1324
72067423RFA00003,1,8,"('following', 'VBG')",VBG,following,following,554
72067423RFA00003,1,9,"('strategic', 'JJ')",JJ,strategic,strategic,1258
72067423RFA00003,1,10,"('s', 'NNS')",NNS,s,s,1173
72067423RFA00003,1,11,"(':', ':')",:,:,,0
72067423RFA00003,1,12,"('(', '(')",(,(,,0
72067423RFA00003,1,13,"('1', 'CD')",CD,1,1,1
72067423RFA00003,1,14,"(')', ')')",),),,0
72067423RFA00003,1,15,"('Close', 'VB')",VB,Close,close,237
72067423RFA00003,1,16,"('the', 'DT')",DT,the,the,1324
72067423RFA00003,1,17,"('gaps', 'NNS')",NNS,gaps,gaps,589
72067423RFA00003,1,18,"('to', 'TO')",TO,to,to,1348
72067423RFA00003,1,19,"('HIV', 'NNP')",NNP,HIV,hiv,650
72067423RFA00003,1,20,"('epidemic', 'JJ')",JJ,epidemic,epidemic,479
72067423RFA00003,1,21,"('control', 'NN')",NN,control,control,303
72067423RFA00003,1,22,"(';', ':')",:,;,,0
72067423RFA00003,1,23,"('(', '(')",(,(,,0
72067423RFA00003,1,24,"('2', 'CD')",CD,2,2,6
72067423RFA00003,1,25,"(')', ')')",),),,0
72067423RFA00003,1,26,"('Sustain', 'NNP')",NNP,Sustain,sustain,1296
72067423RFA00003,1,27,"('health', 'NN')",NN,health,health,633
72067423RFA00003,1,28,"('gains', 'NNS')",NNS,gains,gains,587
72067423RFA00003,1,29,"('through', 'IN')",IN,through,through,1343
72067423RFA00003,1,30,"('strengthened', 'VBN')",VBN,strengthened,strengthened,1262
72067423RFA00003,1,31,"(',', ',')",",",",",,0
72067423RFA00003,1,32,"('improved', 'VBN')",VBN,improved,improved,686
72067423RFA00003,1,33,"(',', ',')",",",",",,0
72067423RFA00003,1,34,"('and', 'CC')",CC,and,and,112
72067423RFA00003,1,35,"('resilient', 'JJ')",JJ,resilient,resilient,1143
72067423RFA00003,1,36,"('health', 'NN')",NN,health,health,633
72067423RFA00003,1,37,"('systems', 'NNS')",NNS,systems,systems,1305
72067423RFA00003,1,38,"(';', ':')",:,;,,0
72067423RFA00003,1,39,"('and', 'CC')",CC,and,and,112
72067423RFA00003,1,40,"('(', '(')",(,(,,0
72067423RFA00003,1,41,"('3', 'CD')",CD,3,3,17
72067423RFA00003,1,42,"(')', ')')",),),,0
72067423RFA00003,1,43,"('Leverage', 'NNP')",NNP,Leverage,leverage,812
72067423RFA00003,1,44,"('community', 'NN')",NN,community,community,266
72067423RFA00003,1,45,"(',', ',')",",",",",,0
72067423RFA00003,1,46,"('civil', 'JJ')",JJ,civil,civil,230
72067423RFA00003,1,47,"('society', 'NN')",NN,society,society,1231
72067423RFA00003,1,48,"(',', ',')",",",",",,0
72067423RFA00003,1,49,"('traditional', 'JJ')",JJ,traditional,traditional,1359
72067423RFA00003,1,50,"('structures', 'NNS')",NNS,structures,structures,1269
72067423RFA00003,1,51,"(',', ',')",",",",",,0
72067423RFA00003,1,52,"('and', 'CC')",CC,and,and,112
72067423RFA00003,1,53,"('private', 'JJ')",JJ,private,private,1065
72067423RFA00003,1,54,"('sector', 'NN')",NN,sector,sector,1191
72067423RFA00003,1,55,"('partnerships', 'NNS')",NNS,partnerships,partnerships,989
72067423RFA00003,1,56,"('to', 'TO')",TO,to,to,1348
72067423RFA00003,1,57,"('improve', 'VB')",VB,improve,improve,685
72067423RFA00003,1,58,"('and', 'CC')",CC,and,and,112
72067423RFA00003,1,59,"('sustain', 'VB')",VB,sustain,sustain,1296
72067423RFA00003,1,60,"('service', 'NN')",NN,service,service,1204
72067423RFA00003,1,61,"('delivery', 'NN')",NN,delivery,delivery,366
72067423RFA00003,1,62,"('and', 'CC')",CC,and,and,112
72067423RFA00003,1,63,"('client', 'NN')",NN,client,client,234
72067423RFA00003,1,64,"('outcomes', 'NNS')",NNS,outcomes,outcomes,967
72067423RFA00003,1,65,"('.', '.')",.,.,,0
72067423RFA00003,2,0,"('The', 'DT')",DT,The,the,1324
72067423RFA00003,2,1,"('geographic', 'JJ')",JJ,geographic,geographic,596
72067423RFA00003,2,2,"('focus', 'NN')",NN,focus,focus,551
72067423RFA00003,2,3,"('is', 'VBZ')",VBZ,is,is,766
72067423RFA00003,2,4,"('in', 'IN')",IN,in,in,691
72067423RFA00003,2,5,"('three', 'CD')",CD,three,three,1342
72067423RFA00003,2,6,"('high', 'JJ')",JJ,high,high,645
72067423RFA00003,2,7,"('HIV', 'NNP')",NNP,HIV,hiv,650
72067423RFA00003,2,8,"('burden', 'NN')",NN,burden,burden,187
72067423RFA00003,2,9,"('districts', 'NNS')",NNS,districts,districts,403
72067423RFA00003,2,10,"('in', 'IN')",IN,in,in,691
72067423RFA00003,2,11,"('the', 'DT')",DT,the,the,1324
72067423RFA00003,2,12,"('KwaZulu-Natal', 'JJ')",JJ,KwaZulu-Natal,kwazulunatal,789
72067423RFA00003,2,13,"('Province', 'NN')",NN,Province,province,1088
72067423RFA00003,2,14,"(':', ':')",:,:,,0
72067423RFA00003,2,15,"('Harry', 'NNP')",NNP,Harry,harry,630
72067423RFA00003,2,16,"('Gwala', 'NNP')",NNP,Gwala,gwala,627
72067423RFA00003,2,17,"(',', ',')",",",",",,0
72067423RFA00003,2,18,"('King', 'NNP')",NNP,King,king,785
72067423RFA00003,2,19,"('Cetshwayo', 'NNP')",NNP,Cetshwayo,cetshwayo,217
72067423RFA00003,2,20,"('and', 'CC')",CC,and,and,112
72067423RFA00003,2,21,"('Ugu', 'NNP')",NNP,Ugu,ugu,1381
72067423RFA00003,2,22,"('Districts', 'NNP')",NNP,Districts,districts,403
72067423RFA00003,2,23,"('.', '.')",.,.,,0
72067423RFA00003,3,0,"('However', 'RB')",RB,However,however,662
72067423RFA00003,3,1,"(',', ',')",",",",",,0
72067423RFA00003,3,2,"('the', 'DT')",DT,the,the,1324
72067423RFA00003,3,3,"('geographic', 'JJ')",JJ,geographic,geographic,596
72067423RFA00003,3,4,"('focus', 'NN')",NN,focus,focus,551
72067423RFA00003,3,5,"('may', 'MD')",MD,may,may,864
72067423RFA00003,3,6,"('shift', 'VB')",VB,shift,shift,1211
72067423RFA00003,3,7,"('in', 'IN')",IN,in,in,691
72067423RFA00003,3,8,"('line', 'NN')",NN,line,line,821
72067423RFA00003,3,9,"('with', 'IN')",IN,with,with,1464
72067423RFA00003,3,10,"('epidemiological', 'JJ')",JJ,epidemiological,epidemiological,480
72067423RFA00003,3,11,"('changes', 'NNS')",NNS,changes,changes,220
72067423RFA00003,3,12,"('and/or', 'JJ')",JJ,and/or,andor,113
72067423RFA00003,3,13,"('Government', 'NNP')",NNP,Government,government,611
72067423RFA00003,3,14,"('of', 'IN')",IN,of,of,944
72067423RFA00003,3,15,"('South', 'NNP')",NNP,South,south,1237
72067423RFA00003,3,16,"('Africa', 'NNP')",NNP,Africa,africa,83
72067423RFA00003,3,17,"('(', '(')",(,(,,0
72067423RFA00003,3,18,"('GoSA', 'NNP')",NNP,GoSA,gosa,608
72067423RFA00003,3,19,"(')', ')')",),),,0
72067423RFA00003,3,20,"('and', 'CC')",CC,and,and,112
72067423RFA00003,3,21,"('U.S.', 'NNP')",NNP,U.S.,us,1403
72067423RFA00003,3,22,"('Government', 'NNP')",NNP,Government,government,611
72067423RFA00003,3,23,"('(', '(')",(,(,,0
72067423RFA00003,3,24,"('USG', 'NNP')",NNP,USG,usg,1417
72067423RFA00003,3,25,"(')', ')')",),),,0
72067423RFA00003,3,26,"('priorities', 'NNS')",NNS,priorities,priorities,1063
72067423RFA00003,3,27,"('.', '.')",.,.,,0
72067423RFA00003,4,0,"('The', 'DT')",DT,The,the,1324
72067423RFA00003,4,1,"('period', 'NN')",NN,period,period,1003
72067423RFA00003,4,2,"('of', 'IN')",IN,of,of,944
72067423RFA00003,4,3,"('performance', 'NN')",NN,performance,performance,1002
72067423RFA00003,4,4,"('is', 'VBZ')",VBZ,is,is,766
72067423RFA00003,4,5,"('five', 'CD')",CD,five,five,549
72067423RFA00003,4,6,"('years', 'NNS')",NNS,years,years,1477
72067423RFA00003,4,7,"(',', ',')",",",",",,0
72067423RFA00003,4,8,"('and', 'CC')",CC,and,and,112
72067423RFA00003,4,9,"('the', 'DT')",DT,the,the,1324
72067423RFA00003,4,10,"('total', 'NN')",NN,total,total,1355
72067423RFA00003,4,11,"('estimated', 'VBD')",VBD,estimated,estimated,493
72067423RFA00003,4,12,"('amount', 'NN')",NN,amount,amount,106
72067423RFA00003,4,13,"('to', 'TO')",TO,to,to,1348
72067423RFA00003,4,14,"('be', 'VB')",VB,be,be,162
72067423RFA00003,4,15,"('awarded', 'VBN')",VBN,awarded,awarded,152
72067423RFA00003,4,16,"('is', 'VBZ')",VBZ,is,is,766
72067423RFA00003,4,17,"('US', 'NNP')",NNP,US,us,1403
72067423RFA00003,4,18,"('$', '$')",$,$,,0
72067423RFA00003,4,19,"('104', 'CD')",CD,104,104,3
72067423RFA00003,4,20,"('million', 'CD')",CD,million,million,883
72067423RFA00003,4,21,"('.', '.')",.,.,,0
72067423RFA00003,5,0,"('USAID', 'NNP')",NNP,USAID,usaid,1404
72067423RFA00003,5,1,"('strongly', 'RB')",RB,strongly,strongly,1268
72067423RFA00003,5,2,"('encourages', 'VBZ')",VBZ,encourages,encourages,456
72067423RFA00003,5,3,"('effective', 'JJ')",JJ,effective,effective,432
72067423RFA00003,5,4,"(',', ',')",",",",",,0
72067423RFA00003,5,5,"('evidence-based', 'JJ')",JJ,evidence-based,evidencebased,500
72067423RFA00003,5,6,"('es', 'NN')",NN,es,es,486
72067423RFA00003,5,7,"('(', '(')",(,(,,0
72067423RFA00003,5,8,"('with', 'IN')",IN,with,with,1464
72067423RFA00003,5,9,"('new', 'JJ')",JJ,new,new,921
72067423RFA00003,5,10,"('“', 'JJ')",JJ,“,,0
72067423RFA00003,5,11,"('innovation', 'NN')",NN,innovation,innovation,719
72067423RFA00003,5,12,"('”', 'VBZ')",VBZ,”,,0
72067423RFA00003,5,13,"('7', 'CD')",CD,7,7,23
72067423RFA00003,5,14,"('where', 'WRB')",WRB,where,where,1454
72067423RFA00003,5,15,"('appropriate', 'NN')",NN,appropriate,appropriate,124
72067423RFA00003,5,16,"('to', 'TO')",TO,to,to,1348
72067423RFA00003,5,17,"('the', 'DT')",DT,the,the,1324
72067423RFA00003,5,18,"('context', 'NN')",NN,context,context,293
72067423RFA00003,5,19,"(')', ')')",),),,0
72067423RFA00003,5,20,"('that', 'WDT')",WDT,that,that,1323
72067423RFA00003,5,21,"('are', 'VBP')",VBP,are,are,130
72067423RFA00003,5,22,"('tailored', 'VBN')",VBN,tailored,tailored,1306
72067423RFA00003,5,23,"('specifically', 'RB')",RB,specifically,specifically,1242
72067423RFA00003,5,24,"('to', 'TO')",TO,to,to,1348
